2026-05-30 08:15:46 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:26 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 403 None
2026-05-30 08:18:26 | ERROR    | backend.portfolio.tracker | Positions fetch failed: 403
2026-05-30 08:18:26 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:26 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:26 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:28 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:28 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:28 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:28 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:31] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:31] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:35 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:35] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:36] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:36] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:36 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 403 None
2026-05-30 08:18:36 | DEBUG    | frontend.routes      | Orders endpoint temporarily unavailable (403) - Zerodha post-trade delay
2026-05-30 08:18:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:36] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:41 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 403 None
2026-05-30 08:18:41 | ERROR    | backend.portfolio.tracker | Positions fetch failed: 403
2026-05-30 08:18:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:18:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:41] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:18:43 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:43 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:43 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:43 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:46] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:46] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:46 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 403 None
2026-05-30 08:18:46 | DEBUG    | frontend.routes      | Orders endpoint temporarily unavailable (403) - Zerodha post-trade delay
2026-05-30 08:18:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:46] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:18:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:46] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:50 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:50] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:51 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:51] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:55 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:55] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:56 | INFO     | backend.portfolio.tracker | Syncing portfolio with Zerodha...
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/holdings HTTP/11" 403 None
2026-05-30 08:18:56 | DEBUG    | backend.portfolio.tracker | Holdings temporarily unavailable (403) - Zerodha post-trade delay, retaining cached data
2026-05-30 08:18:56 | ERROR    | backend.portfolio.tracker | Failed to fetch holdings
2026-05-30 08:18:56 | INFO     | frontend.routes      | Portfolio synced — changed=False
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "POST /api/portfolio/sync HTTP/1.1" 200 -
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 403 None
2026-05-30 08:18:56 | ERROR    | backend.portfolio.tracker | Positions fetch failed: 403
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/config HTTP/1.1" 200 -
2026-05-30 08:18:56 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 403 None
2026-05-30 08:18:56 | DEBUG    | frontend.routes      | Orders endpoint temporarily unavailable (403) - Zerodha post-trade delay
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/logs HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:18:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:56] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:57 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:57 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:57] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:58 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:58 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:58 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:58 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:19:01 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:01] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:01 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:01] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:05 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:05] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:06 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:06] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:19:06 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:06] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:06 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 403 None
2026-05-30 08:19:06 | DEBUG    | frontend.routes      | Orders endpoint temporarily unavailable (403) - Zerodha post-trade delay
2026-05-30 08:19:06 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:06] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:19:11 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:19:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 403 None
2026-05-30 08:19:11 | ERROR    | backend.portfolio.tracker | Positions fetch failed: 403
2026-05-30 08:19:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:19:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:19:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:19:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:19:11] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
